Trade Name,Address,City,State,Zip,Occupation Code,Owner Name,Location 1
COOTER BROWN S INC,509 S CARROLLTON AVE,NEW ORLEANS,LA,70118,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),COOTER BROWN'S INC,"509 S CARROLLTON AVE
NEW ORLEANS, LA 70118
(29.94261858400006, -90.13445089399994)"
CORPORATION BAR & GRILL,931 S PETERS ST,NEW ORLEANS,LA,70130-1745,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"J & R ENTERPRISES OF NEW ORLEANS, INC","931 S PETERS ST
NEW ORLEANS, LA 70130-1745
(29.941949109000063, -90.06583251199999)"
Crump Seafood Market & Sandwich,4235 S Claiborne Ave,NEW ORLEANS,LA,70125,2062 - LIMITED SVC RESTAURANTS(NO TABLE SVC),"Crump Seafood Market And Sandwich Shop, LLC.","4235 S Claiborne Ave
NEW ORLEANS, LA 70125
(29.940558305000025, -90.10202222699996)"
CVS PHARMACY #3730,3700 S CARROLLTON AVE,NEW ORLEANS,LA,70118,1120 - PHARMACIES & DRUG STORES,LOUISIANA CVS PHARMACY LLC,"3700 S CARROLLTON AVE
NEW ORLEANS, LA 70118
(29.965341582000065, -90.11057100599999)"
CVS/ Pharmacy # 167,4401 S Claiborne Ave,NEW ORLEANS,LA,70125,1101 - CONVENIENCE STORES,"Louisiana CVS Pharmacy, L.L.C.","4401 S Claiborne Ave
NEW ORLEANS, LA 70125
(29.940408508000075, -90.10403295899994)"
DAVIS STORE 153,1308 S JEFFERSON DAVIS PKWY,NEW ORLEANS,LA,70125,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,1308 JEFFERSON DAVIS LLC,"1308 S JEFFERSON DAVIS PKWY
NEW ORLEANS, LA 70125
(29.956721362000053, -90.10476696199999)"
DBLBLK CAFE,247 S ROBERTSON ST,NEW ORLEANS,LA,70112,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),DOUBLE BLACK LLC,"247 S ROBERTSON ST
NEW ORLEANS, LA 70112
(29.95675016900003, -90.07841197299996)"
DIAMOND STREET GRILL,923 S PETERS ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JERRY FERTEL RESTAURANT, LLC","923 S PETERS ST
NEW ORLEANS, LA 70130
(29.942187388000036, -90.06583538199999)"
Diaz Market Riverbend,600 S Carrollton Ave,NEW ORLEANS,LA,70118,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"Diaz II, Inc.","600 S Carrollton Ave
NEW ORLEANS, LA 70118
(29.943342217000065, -90.13410981899995)"
DISCOUNT CITY,2013 S CLAIBORNE AVE,NEW ORLEANS,LA,70125,1101 - CONVENIENCE STORES,T & HO LLC,"2013 S CLAIBORNE AVE
NEW ORLEANS, LA 70125
(29.94601205400005, -90.08898991999996)"
DISCOUNT CORNER,8733 S CLAIBORNE AVE,NEW ORLEANS,LA,70118,1101 - CONVENIENCE STORES,ARIYAN INC,"8733 S CLAIBORNE AVE
NEW ORLEANS, LA 70118
(29.960361989000035, -90.12574489499997)"
DMAC'S BAR & GRILL,542 S JEFFERSON DAVIS PKWY,NEW ORLEANS,LA,70119,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"DMAC 8, LLC","542 S JEFFERSON DAVIS PKWY
NEW ORLEANS, LA 70119
(29.965701094000053, -90.09758824699998)"
ELIO'S WINE WAREHOUSE,6205 S MIRO ST,NEW ORLEANS,LA,70125-4109,"1110 - BEER, WINE & LIQUOR STORES","ELIO'S WINE WAREHOUSE, I","6205 S MIRO ST
NEW ORLEANS, LA 70125-4109
(29.946436094000035, -90.11277992999999)"
EMBASSY SUITES CONVENTION CENTER-LOFTS (HOTEL BAR),727 S PETERS ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),AIMBRIDGE CONCESSIONS INC,"727 S PETERS ST
NEW ORLEANS, LA 70130
(29.94554998900003, -90.06589243099995)"
ERNST CAFE,600 S PETERS ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ERNST CAFE INC,"600 S PETERS ST
NEW ORLEANS, LA 70130
(29.947132072000045, -90.06587860299999)"
FELIPE'S TAQUERIA,6215 S MIRO ST,NEW ORLEANS,LA,70125,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FELIPE'S LOUISIANA LLC,"6215 S MIRO ST
NEW ORLEANS, LA 70125
(29.946496013000058, -90.11294009699998)"
FIVE HAPPINESS RESTAURANT,3605 S CARROLLTON AVE,NEW ORLEANS,LA,70118-4509,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FIVE HAPPINESS INC,"3605 S CARROLLTON AVE
NEW ORLEANS, LA 70118-4509
(29.96462947200007, -90.11102039599996)"
FUEL N MART,4140 S CLAIBORNE AVE,NEW ORLEANS,LA,70125-4630,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"TWO GUYS WITH GAS, INC","4140 S CLAIBORNE AVE
NEW ORLEANS, LA 70125-4630
(29.940273691000073, -90.10080772199996)"
GLADYS'S BAR,1233 S SARATOGA ST,NEW ORLEANS,LA,70113-2213,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),GLADYS'S BAR LLC,"1233 S SARATOGA ST
NEW ORLEANS, LA 70113-2213
(29.943668313000046, -90.07954466599995)"
H G New Orleans Convention Center,1001 S Peters St,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"Interstate Management Company, LLC","1001 S Peters St
NEW ORLEANS, LA 70130
(29.941697911000063, -90.06581177099997)"
HANDSOME WILLY'S,218 S ROBERTSON ST,NEW ORLEANS,LA,70112,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"IHOJ, L.L.C.","218 S ROBERTSON ST
NEW ORLEANS, LA 70112
(29.957130422000034, -90.07800867399999)"
IMPERIAL ROOM,3511 S CARROLLTON AVE,NEW ORLEANS,LA,70118-4507,2065 - CATERERS,"FIVE HAPPINESS, INC","3511 S CARROLLTON AVE
NEW ORLEANS, LA 70118-4507
(29.96417892900007, -90.11150089699998)"
JAZMINE CAFE,614 S CARROLLTON AVE,NEW ORLEANS,LA,70118-1008,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CHANLE,LLC","614 S CARROLLTON AVE
NEW ORLEANS, LA 70118-1008
(29.943511603000047, -90.13392084399999)"
JAZZ DAIQURIS & LOUNGE,3400 S CLAIBORNE AVE,NEW ORLEANS,LA,70125,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),MATTECH LLC,"3400 S CLAIBORNE AVE
NEW ORLEANS, LA 70125
(29.940724233000026, -90.09785096699994)"
JUANS FLYING BURRITO,4724 S CARROLLTON AVE,NEW ORLEANS,LA,70119-6027,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),JUANS FLYING BURRITO LLC,"4724 S CARROLLTON AVE
NEW ORLEANS, LA 70119-6027
(29.974019416000033, -90.10098056399994)"
K & T COMMUNITY,3733 S CLAIBORNE AVE,NEW ORLEANS,LA,70125-4603,1101 - CONVENIENCE STORES,K & T COMMUNITY INC.,"3733 S CLAIBORNE AVE
NEW ORLEANS, LA 70125-4603
(29.940738060000058, -90.09970268399996)"
KINGS MEAT MARKET & GROCERY,2745 S BROAD ST,NEW ORLEANS,LA,70125-1939,1101 - CONVENIENCE STORES,KING VISION INC,"2745 S BROAD ST
NEW ORLEANS, LA 70125-1939
(29.951226646000066, -90.10018486799999)"
LITTLE GEM SALOON,445 S RAMPART ST,NEW ORLEANS,LA,70112,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),LITTLE GEM SALOON LLC,"445 S RAMPART ST
NEW ORLEANS, LA 70112
(29.950819374000048, -90.07491018799999)"
LITTLE KOREA RESTAURANT,3301 S CLAIBORNE AVE,NEW ORLEANS,LA,70125,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CLAIBORNE VENTURES LLC,"3301 S CLAIBORNE AVE
NEW ORLEANS, LA 70125
(29.941636840000058, -90.09654082199995)"
LITTLE TOKYO RESTAURANT,1340 S CARROLLTON AVE,NEW ORLEANS,LA,70118,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),LITTLE TOKYO RESTAURANT INC,"1340 S CARROLLTON AVE
NEW ORLEANS, LA 70118
(29.94867152100005, -90.12840026199996)"
LOUISIANA PIZZA KITCHEN,615 S CARROLLTON AVE,NEW ORLEANS,LA,70118-1007,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"BAYOU PIZZA, INC","615 S CARROLLTON AVE
NEW ORLEANS, LA 70118-1007
(29.943338761000064, -90.13364083999994)"
MADIGAN'S BAR,800 S CARROLLTON AVE,NEW ORLEANS,LA,70118-1012,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),MADIGAN'S INC,"800 S CARROLLTON AVE
NEW ORLEANS, LA 70118-1012
(29.94462240200005, -90.13272016699995)"
MAGNOLIA DISCOUNT,3415 S CARROLLTON AVE,NEW ORLEANS,LA,70118,1101 - CONVENIENCE STORES,"CRESCENT CITY CONVENIENCE, LLC","3415 S CARROLLTON AVE
NEW ORLEANS, LA 70118
(29.963328545000024, -90.11241119999994)"
MEAUXBAR,942 S RAMPART ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MEAUXBAR HOLDINGS ,LLC","942 S RAMPART ST
NEW ORLEANS, LA 70116
(29.962851501000046, -90.06621852599994)"
MID CITY YACHT CLUB,438-440 S ST PATRICK ST,NEW ORLEANS,LA,70119,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"M.C.Y.C, INC.","438-440 S ST PATRICK ST
NEW ORLEANS, LA 70119
(29.97578164400005, -90.10947764199994)"
MIKIMOTO JAPANESE RESTAURANT,3301 S CARROLLTON AVE,NEW ORLEANS,LA,70118,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),CHAN'S INC,"3301 S CARROLLTON AVE
NEW ORLEANS, LA 70118
(29.962399806000064, -90.11341022799996)"
O'HENRY'S  FOOD & SPIRITS #3,634 S CARROLLTON AVE,NEW ORLEANS,LA,70118-1008,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"H M R INC               ROSENBLAT, HENRY","634 S CARROLLTON AVE
NEW ORLEANS, LA 70118-1008
(29.94381234800005, -90.13360050999995)"
OLYMPIA FOOD STORE INC,301 S OLYMPIA ST,NEW ORLEANS,LA,70119,1106 - GROCERY (EXC CONVENIENCE) STORES,OLYMPIA FOOD STORE INC,"301 S OLYMPIA ST
NEW ORLEANS, LA 70119
(29.976330893000068, -90.10760272799996)"
OTHER PLACE,3601 S SARATOGA ST,NEW ORLEANS,LA,70115-5821,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"BRIDGES, ELMA D","3601 S SARATOGA ST
NEW ORLEANS, LA 70115-5821
(29.93221693600003, -90.09563628099994)"
Panchita's,1434 S Carrollton Ave,NEW ORLEANS,LA,70118,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"Panchita's Mexican Criolla Cuisine, LLC.","1434 S Carrollton Ave
NEW ORLEANS, LA 70118
(29.949331778000044, -90.12768008599994)"
PATTERSON SERVICE,3200 S CARROLLTON AVE,NEW ORLEANS,LA,70118-4308,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,"PATTERSON, EDWARD","3200 S CARROLLTON AVE
NEW ORLEANS, LA 70118-4308
(29.961801772000058, -90.11433090099996)"
PIE PIZZA & PASTAS,814 S PETERS ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"PIE PIZZA & PASTAS, LLC","814 S PETERS ST
NEW ORLEANS, LA 70130
(29.944274908000068, -90.06579979799994)"
PIGEON CATERING,535 S CLARK ST,NEW ORLEANS,LA,70119,2065 - CATERERS,PIGEON CATERING INC,"535 S CLARK ST
NEW ORLEANS, LA 70119
(29.96671049300005, -90.09886151799998)"
RED EYE GRILL,852 S PETERS ST,NEW ORLEANS,LA,70130-1708,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"RED EYE GRILL, INC","852 S PETERS ST
NEW ORLEANS, LA 70130-1708
(29.943707585000027, -90.06579062299994)"
REPUBLIC NEW ORLEANS,828 S PETERS ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"REPUBLIC NEW ORLEANS, LLC","828 S PETERS ST
NEW ORLEANS, LA 70130
(29.94406589400006, -90.06579641699994)"
RITE AID 7258,1133 S CARROLLTON AVE,NEW ORLEANS,LA,70118-2023,1120 - PHARMACIES & DRUG STORES,K & B LOUISIANA CORP.,"1133 S CARROLLTON AVE
NEW ORLEANS, LA 70118-2023
(29.947068697000077, -90.12969196999995)"
ROBERT FRESH MARKET #124,8115 S CLAIBORNE AVE,NEW ORLEANS,LA,70118,1106 - GROCERY (EXC CONVENIENCE) STORES,CLAIBORNE FRESH MARKET LLC,"8115 S CLAIBORNE AVE
NEW ORLEANS, LA 70118
(29.956187027000055, -90.12057220799994)"
ROTOLO'S,514 S RAMPART ST,NEW ORLEANS,LA,70113,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ROTOLO'S INVESTMENTS, L.L.C.","514 S RAMPART ST
NEW ORLEANS, LA 70113
(29.95005195400006, -90.07507035499998)"
SANDWICH SHOP,645 S PIERCE ST,NEW ORLEANS,LA,70119-6805,1101 - CONVENIENCE STORES,"SALOMON, ELGIN","645 S PIERCE ST
NEW ORLEANS, LA 70119-6805
(29.96869933100004, -90.10400299899999)"
SCHUBERT MARINE,126 S ROADWAY ST,NEW ORLEANS,LA,70124-1642,1101 - CONVENIENCE STORES,CRESCENT CITY MARINE GROUP INC,"126 S ROADWAY ST
NEW ORLEANS, LA 70124-1642
(30.024023838000062, -90.11485403699999)"
SHAMROCK,4133 S CARROLLTON AVE,NEW ORLEANS,LA,70119,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"REVERB, LLC","4133 S CARROLLTON AVE
NEW ORLEANS, LA 70119
(29.969666476000043, -90.10596735699994)"
SIDEBAR NOLA,611 S WHITE ST,NEW ORLEANS,LA,70119,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),SIDEBAR NOLA LLC,"611 S WHITE ST
NEW ORLEANS, LA 70119
(29.962329517000057, -90.09261269399997)"
SOUTH CLAIBORNE MARKET,2349 S CLAIBORNE AVE,NEW ORLEANS,LA,70125-3915,1101 - CONVENIENCE STORES,"DAVID & HONG, INC.","2349 S CLAIBORNE AVE
NEW ORLEANS, LA 70125-3915
(29.94458552900005, -90.09130485399999)"
SPUR DISCOUNT CORNER,4101 S CLAIBORNE AVE,NEW ORLEANS,LA,70125-4629,1131 - GASOLINE STATIONS W/CONVENIENCE STORES,ALSALAM INC,"4101 S CLAIBORNE AVE
NEW ORLEANS, LA 70125-4629
(29.940697731000057, -90.10021314499994)"
SUPER SERVE,8023 S CLAIBORNE AVE,NEW ORLEANS,LA,70125-4018,1101 - CONVENIENCE STORES,I ZENITH INC,"8023 S CLAIBORNE AVE
NEW ORLEANS, LA 70125-4018
(29.955503400000055, -90.11972242799999)"
TAPP'S II,2800 S ROCHEBLAVE ST,NEW ORLEANS,LA,70125,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),TAPP'S II LLC,"2800 S ROCHEBLAVE ST
NEW ORLEANS, LA 70125
(29.948595470000043, -90.09927749199994)"
THAI MINT,1438 S CARROLLTON AVE,NEW ORLEANS,LA,70118-2810,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),BASIL LEAF INC,"1438 S CARROLLTON AVE
NEW ORLEANS, LA 70118-2810
(29.949382479000064, -90.12763053799995)"
THE CHICORY,610 S PETERS ST,NEW ORLEANS,LA,70130,3364 - RECEPTION HALL,THE CHICORY LLC,"610 S PETERS ST
NEW ORLEANS, LA 70130
(29.946931575000065, -90.06587860299999)"
THE HOWLIN' WOLF,907 S PETERS ST,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),CAT & DOG INC,"907 S PETERS ST
NEW ORLEANS, LA 70130
(29.94267043700006, -90.06584172999999)"
The Original Italian Pie,417 S Rampart St,NEW ORLEANS,LA,70112,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),Trillion Enterprise LLC.,"417 S Rampart St
NEW ORLEANS, LA 70112
(29.951299876000064, -90.07477076199996)"
THE RUBY SLIPPER CAFE,139 S CORTEZ ST,NEW ORLEANS,LA,70119,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),THE RUBY SLIPPER CAFE LLC,"139 S CORTEZ ST
NEW ORLEANS, LA 70119
(29.971710243000075, -90.09835220899998)"
THE SUGAR MILL,1040 S PETERS ST,NEW ORLEANS,LA,70130,3364 - RECEPTION HALL,"CGCD ENTERPRISES, LLC","1040 S PETERS ST
NEW ORLEANS, LA 70130
(29.941220867000027, -90.06573917699995)"
TWELVE MILE LIMIT ,500 S TELEMACHUS ST,NEW ORLEANS,LA,70119,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"500 S TELEMACHUS, INC","500 S TELEMACHUS ST
NEW ORLEANS, LA 70119
(29.968330601000048, -90.09995964299998)"
UPTOWN DAIQUIRIS,2013 S CLAIBORNE AVE,NEW ORLEANS,LA,70125,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),UPTOWN DAIQUIRIS LLC,"2013 S CLAIBORNE AVE
NEW ORLEANS, LA 70125
(29.94601205400005, -90.08898991999996)"
UPTOWN DELI,2013 S CLAIBORNE AVE,NEW ORLEANS,LA,70125,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),UPTOWN DELI LLC,"2013 S CLAIBORNE AVE
NEW ORLEANS, LA 70125
(29.94601205400005, -90.08898991999996)"
WALGREENS #4451,4400 S CLAIBORNE AVE,NEW ORLEANS,LA,70125,1120 - PHARMACIES & DRUG STORES,"WALGREEN LOUISIANA CO, INC.","4400 S CLAIBORNE AVE
NEW ORLEANS, LA 70125
(29.940043235000076, -90.10385896399998)"
BASIN LOUNGE,152 W HARRISON AVE,NEW ORLEANS,LA,70124-1357,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),RAINKING INC,"152 W HARRISON AVE
NEW ORLEANS, LA 70124-1357
(30.00565300900007, -90.11730148399994)"
HARRISON GROCERY,206 W HARRISON AVE,NEW ORLEANS,LA,70124,1101 - CONVENIENCE STORES,RISHI & RIA INC,"206 W HARRISON AVE
NEW ORLEANS, LA 70124
(30.005663379000055, -90.11768173699994)"
LAKEVIEW MINI MART,207 W HARRISON AVE,NEW ORLEANS,LA,70124,1101 - CONVENIENCE STORES,"TWO-O-SEVEN, LLC","207 W HARRISON AVE
NEW ORLEANS, LA 70124
(30.005708318000075, -90.11731876799996)"
THE BACKYARD,244 W HARRISON AVE,NEW ORLEANS,LA,70124,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"THE BACKYARD, LLC","244 W HARRISON AVE
NEW ORLEANS, LA 70124
(30.00569333900006, -90.11825211599995)"
13,517 FRENCHMEN ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MONAGHAN ENTERPRISES, INC","517 FRENCHMEN ST
NEW ORLEANS, LA 70116
(29.962924095000062, -90.05767896599997)"
1415 CREOLE GARDENS,1415 PRYTANIA ST,NEW ORLEANS,LA,70130-4413,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"CREOLE GARDENS, LLC","1415 PRYTANIA ST
NEW ORLEANS, LA 70130-4413
(29.938668562000032, -90.07390424599998)"
3 SISTERS BAR & LOUNGE,1841 GENTILLY BLVD,NEW ORLEANS,LA,70119,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),DELICIA R BUTLER,"1841 GENTILLY BLVD
NEW ORLEANS, LA 70119
(29.986197883000045, -90.07627103299995)"
30 90,520 FRENCHMEN ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),FRENCHMEN STREET ENTERTAINMENT LLC ,"520 FRENCHMEN ST
NEW ORLEANS, LA 70116
(29.96303701800008, -90.05775155999999)"
417 ROYAL RESTAURANT LLC,417 ROYAL ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),417 ROYAL RESTAURANT LLC,"417 ROYAL ST
NEW ORLEANS, LA 70130
(29.956080693000047, -90.06650313999995)"
45 TCHOUP,4529 TCHOUPITOULAS ST,NEW ORLEANS,LA,70115,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),45 TCHOUP LLC,"4529 TCHOUPITOULAS ST
NEW ORLEANS, LA 70115
(29.916997598000023, -90.10317220399997)"
801 ROYAL,801 ROYAL ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),801 LLC,"801 ROYAL ST
NEW ORLEANS, LA 70116
(29.95894987500003, -90.06394276999998)"
99 SUPERMARKET,4646 MICHOUD BLVD,NEW ORLEANS,LA,70129-1818,1106 - GROCERY (EXC CONVENIENCE) STORES,99 CORPORATION INC,"4646 MICHOUD BLVD
NEW ORLEANS, LA 70129-1818
(30.03217738400008, -89.92832841799998)"
A & J'S MART,5163 GENERAL DE GAULLE DR,NEW ORLEANS,LA,70131-7234,1101 - CONVENIENCE STORES,ARAMIX INC.,"5163 GENERAL DE GAULLE DR
NEW ORLEANS, LA 70131-7234
(29.91181693900006, -90.00034603199998)"
A & M FOOD STORE,1741 MCSHANE PL,NEW ORLEANS,LA,70116,1106 - GROCERY (EXC CONVENIENCE) STORES,A & M FOOD STORE LLC ,"1741 MCSHANE PL
NEW ORLEANS, LA 70116
(29.967833967000047, -90.06192742899998)"
ABBEY BAR,1123 DECATUR ST,NEW ORLEANS,LA,70116-2605,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),ABBEY BAR INC,"1123 DECATUR ST
NEW ORLEANS, LA 70116-2605
(29.96033030800004, -90.05961249499995)"
ACME OYSTER HOUSE,724 IBERVILLE ST,NEW ORLEANS,LA,70130-2324,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RAWBAR, INC","724 IBERVILLE ST
NEW ORLEANS, LA 70130-2324
(29.954446757000028, -90.06879618099998)"
ADAMS FOOD STORE #3,3001 BIENVILLE ST,NEW ORLEANS,LA,70119-5401,1101 - CONVENIENCE STORES,"LISA & LIZ, CORP        NGUYEN, BA V","3001 BIENVILLE ST
NEW ORLEANS, LA 70119-5401
(29.969455228000072, -90.08906596999998)"
ADAMS STREET GROCERY,1309 ADAMS ST,NEW ORLEANS,LA,70118-4013,1101 - CONVENIENCE STORES,B & N FOOD STORE INC,"1309 ADAMS ST
NEW ORLEANS, LA 70118-4013
(29.945599537000078, -90.12540087299999)"
ADOLFO'S,611 FRENCHMEN ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"ADOLFO'S RESTAURANT, INC","611 FRENCHMEN ST
NEW ORLEANS, LA 70116
(29.963687520000065, -90.05774690399994)"
AEREN'S SUPERMARKET,3911 WASHINGTON AVE,NEW ORLEANS,LA,70125,1106 - GROCERY (EXC CONVENIENCE) STORES,"ZEYNA, LLC","3911 WASHINGTON AVE
NEW ORLEANS, LA 70125
(29.949735609000072, -90.09995094499999)"
ALE,8124 OAK ST,NEW ORLEANS,LA,70118,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"HADWIN,LLC","8124 OAK ST
NEW ORLEANS, LA 70118
(29.947787721000054, -90.13034877099994)"
ALGIERS CENTRAL MARKET,840 TECHE ST,NEW ORLEANS,LA,70114-4340,1106 - GROCERY (EXC CONVENIENCE) STORES,"ALGIERS CENTRAL,INC","840 TECHE ST
NEW ORLEANS, LA 70114-4340
(29.946812890000047, -90.05224941399996)"
ALGIERS DISCOUNT FOOD STORE,3549 GENERAL MEYER AVE,NEW ORLEANS,LA,70114,1106 - GROCERY (EXC CONVENIENCE) STORES,ALGIERS DISCOUNT FOOD STORE INC,"3549 GENERAL MEYER AVE
NEW ORLEANS, LA 70114
(29.938985440000067, -90.01913168199997)"
ALGIERS SPORTS BAR,4801 GENERAL MEYER AVE,NEW ORLEANS,LA,70131-3536,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),ALGIERS SPORTS BAR INC,"4801 GENERAL MEYER AVE
NEW ORLEANS, LA 70131-3536
(29.93225496200006, -90.00392156199996)"
ALLEGRO BISTRO,1100 POYDRAS ST,NEW ORLEANS,LA,70163-4000,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LIGURIA, INC","1100 POYDRAS ST
NEW ORLEANS, LA 70163-4000
(29.95054397900003, -90.07529850699996)"
AMBASSADOR HOTEL,535 TCHOUPITOULAS ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),HOTEL AMBASSADOR NOLA LLC,"535 TCHOUPITOULAS ST
NEW ORLEANS, LA 70130
(29.947878751000076, -90.06722101199995)"
AMERICAN QUEEN,880 PORT OF NEW ORLEANS PL,NEW ORLEANS,LA,70130,1126 - DRINKING PLACES (ALCOHOLIC BEVERAGES),"AMERICAN QUEEN STEAMBOAT OPERATING COMPANY, LLC","880 PORT OF NEW ORLEANS PL
NEW ORLEANS, LA 70130
(29.941569423000033, -90.06204227899997)"
AMICI RISTORANTE,3218 MAGAZINE ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"RIZZUTO RESTURANT INVESTMENTS, L.L.C.","3218 MAGAZINE ST
NEW ORLEANS, LA 70115
(29.923754579000047, -90.08688930999995)"
ANCORA PIZZERIA,4508 FRERET ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"LA VERA PIZZA,LLC","4508 FRERET ST
NEW ORLEANS, LA 70115
(29.93511392700003, -90.10438254299999)"
ANGELI ON DECATUR,1141 DECATUR ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),KANALP LLC,"1141 DECATUR ST
NEW ORLEANS, LA 70116
(29.960640272000035, -90.05934286099995)"
ANGELINE,1032 CHARTRES ST,NEW ORLEANS,LA,70116,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"MUDDY WATERS HOSPITALITY,LLC","1032 CHARTRES ST
NEW ORLEANS, LA 70116
(29.960470887000042, -90.06105860799994)"
ANITA'S GRILL,2122 TULANE AVE,NEW ORLEANS,LA,70112-2252,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),ANITA GRILL INC,"2122 TULANE AVE
NEW ORLEANS, LA 70112-2252
(29.95898559500006, -90.08450293399994)"
Annunciation Restaurant,1016 ANNUNCIATION ST,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"JPATS, L.L.C.","1016 ANNUNCIATION ST
NEW ORLEANS, LA 70130
(29.94156079000004, -90.06768077199996)"
ANOTHER BROKEN EGG CAFE,2917 MAGAZINE ST,NEW ORLEANS,LA,70115,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),COJAK INVESTMENTS OF MAGAZINE LLC,"2917 MAGAZINE ST
NEW ORLEANS, LA 70115
(29.925245631000053, -90.08424482299995)"
ANOTHER BROKEN EGG CAFE,607 HARRISON AVE,NEW ORLEANS,LA,70124,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),"COJAK INVESTMENTS OF HARRISON, LLC","607 HARRISON AVE
NEW ORLEANS, LA 70124
(30.00494781200007, -90.10894744099994)"
Antoine's Restaurant,713 St Louis St,NEW ORLEANS,LA,70130,1105 - FULL SVC RESTAURANTS (TABLE SERVICE),Antoine's Restaurant LLC,"713 St Louis St
NEW ORLEANS, LA 70130
(29.956674118000024, -90.06645474399994)"
